Campaign ID,Ad group ID,Keyword ID,Keyword / Placement,Criteria Type,Impressions,Clicks,Cost
166058180,9082561700,1464715211,vedere digitale terrestre,Keyword,0,0,0
213353060,15110722580,74547018620,www.hwupgrade.it/news/telefonia/la-piu-valida-alternativa-a-whatsapp-sbarca-in-via-ufficiale-su-windows-phone_52484.html,Placement,0,0,0
213596180,15118173020,10836289553,decoder hd digitale terrestre,Keyword,0,0,0
166058180,9082561460,13881834722,programmi tv cielo,Keyword,0,0,0
124397060,4511768060,28313242048,i film di stasera,Keyword,0,0,0
124397060,4511768060,47700112940,il computer trasformato in una perfetta televisione digitale,Keyword,0,0,0
213353060,15110722580,74547027140,www.liberoquotidiano.it/ricerca.jsp,Placement,0,0,0
177849260,9860712260,62074903700,www.techzilla.it/miglior-smartphone-50569,Placement,0,0,0
213353060,15110722460,48560139861,oggiintv.eu,Placement,0,0,0
124397060,4511767700,49351698140,tvsat preszzp,Keyword,0,0,0
166120940,9082895300,28851777736,liberoquotidiano.it,Placement,0,0,0
177849140,9851203100,13469177357,tivusat,Keyword,0,0,0
124397060,4511767460,28740706530,tv sat parabola,Keyword,0,0,0
124397060,4511767460,46238661020,trentino numero canale sul digitale satellitare,Keyword,0,0,0
124397060,4511767700,6045476828,tv sat decoder,Keyword,0,0,0
124397060,4511767460,302910462,tvsat,Keyword,0,0,0
213596180,15118173740,62626712138,www.infinity.it,Keyword,0,0,0
124397060,4511767700,49539139220,ricevitore tv sat united,Keyword,0,0,0
124397060,4511768060,49539282980,rai premium quale canale digitale,Keyword,0,0,0
177849140,9851203700,13376772706,decoder digitale terrestre con usb,Keyword,0,0,0
124397060,4511767460,1053523102,satellitare digitale,Keyword,0,0,0
124397060,4511767820,41555343740,problemi ricezione digitale terrestre rai,Keyword,0,0,0
124397060,4511768060,46238071580,canale 61 digitale terrestre programmi,Keyword,0,0,0
213353060,15110722460,15050837702,staseraintv.com,Placement,0,0,0
124397060,4511767460,48928825580,canali satellitari hard streaming,Keyword,0,0,0
629570633,31453200860,82361860528,prossime olimpiadi 2016,Keyword,0,0,0
166120940,9082895780,3777068996,leggo.it,Placement,0,0,0
124397060,4511767220,46468425860,cerco ugerde tivu a pocco prezo,Keyword,0,0,0
213353060,15110722580,61380525620,multimedia.quotidiano.net/video,Placement,0,0,0
124397060,4511767700,47701041380,aparechiatura internet satellitare,Keyword,0,0,0
124397060,4511767220,46468429460,smart card rai tivù sat,Keyword,0,0,0
124397060,4511768060,27766438826,film tv sera,Keyword,0,0,0
213353060,15110722580,74547577700,www.hwupgrade.it/news/portatili/zenbook-nx500-asus-fa-sul-serio-con-un-super-ultrabook-4k_52551.html,Placement,0,0,0
124397060,4511767460,47700713180,youdem tv satellitare terrestre,Keyword,0,0,0
124397060,4511767700,14424668579,decoder satellitare prezzi,Keyword,0,0,0
124397060,4511767700,47178706820,ricevitore satellitare mediaset premium,Keyword,0,0,0
124397060,4511767220,46468426820,frecventa tivu,Keyword,0,0,0
213596180,15118173500,24725780860,programmi on demand,Keyword,0,0,0
124397060,4511767460,13189802233,satellitare digitale terrestre,Keyword,0,0,0
601207815,29004385940,57037034794,europei 2016,Keyword,0,0,0
124397060,4511767460,49108753340,formula su digitale satellitare,Keyword,0,0,0
124397060,4511767460,20881032832,tv sat hd,Keyword,0,0,0
213353060,15110722580,74547240740,www.liberoquotidiano.it/news/personaggi/11626086/Dramma-a-Saxa-Rubra--la.html,Placement,0,0,0
124397060,4511767700,291889332,technisat skystar,Keyword,0,0,0
124397060,4511767220,21667167338,tivusat cam,Keyword,0,0,0
124397060,4511767460,451314971,kit satellitare,Keyword,0,0,0
124397060,4511767220,46468432580,tv sat porn,Keyword,0,0,0
612348397,29463521780,180629712980,"+tivusat +ultra hd",Keyword,0,0,0
124397060,4511768060,3581043563,progammi tv,Keyword,0,0,0
124397060,4511767700,47178706100,decoder satellitare galaxy 9600,Keyword,0,0,0
213353060,15110722580,74547017660,www.hwupgrade.it/news/sicurezza-software/possibile-grave-problema-per-gli-account-di-posta-liberoit_52515.html,Placement,0,0,0
124397060,4511767220,46468434740,www web tivi com,Keyword,0,0,0
124397060,5503054220,6038778372,lte 4g,Keyword,0,0,0
124397060,4511767460,49538455100,canale focus su sulla parabola con tv sat,Keyword,0,0,0
166120940,9082895780,4452381316,romanotizie.it,Placement,0,0,0
124397060,4511767220,46468434980,www web tivù,Keyword,0,0,0
124397060,4511767460,49538454980,antenna parabolica digitale terrestre,Keyword,0,0,0
166058180,9082561220,5028498443,film di stasera in tv,Keyword,0,0,0
629570633,31453200860,68224235788,olimpiadi brasile 2016,Keyword,0,0,0
124397060,4511767460,48323731460,rai radio uno canale digitale satellitare,Keyword,0,0,0
166058300,9082562900,35778760208,cosacestaseraintv.it,Placement,0,0,0
124397060,4511767460,47700712460,italia uno hd su satellite,Keyword,0,0,0
601207815,29004385940,154994067920,calendario euro 2016,Keyword,0,0,0
124397060,4511768300,46237056140,ripetitori digitale terrestre sicilia,Keyword,0,0,0
124397060,4511768060,36265751596,programmi serali digitale terrestre,Keyword,0,0,0
124397060,4511767700,697693875,telesat,Keyword,0,0,0
124397060,4511767700,52787992064,www tv sat tv,Keyword,0,0,0
124397060,4511767220,291905052,digi sat,Keyword,0,0,0
124397060,4511767220,46468434500,www tivu instreaming it,Keyword,0,0,0
213353060,15110722220,768206847,digital-sat.it,Placement,0,0,0
213353060,15110722580,74547022100,www.liberoquotidiano.it/news/11632349/Italia-Fluminense--back-out-di.html,Placement,0,0,0
124397060,4511767220,50022293608,tivu in diretta,Keyword,0,0,0
124397060,4511767700,29125609255,antenna tv sat,Keyword,0,0,0
124397060,4511767460,49108753820,umbria tv sat,Keyword,0,0,0
124397060,4511767220,46237046420,tv sat 2000 diretta,Keyword,0,0,0
124397060,4511767220,46468431020,tivu srl,Keyword,0,0,0
601207815,29024697380,40918416412,europei rai,Keyword,0,0,0
124397060,5503054220,11858487617,lte antenna,Keyword,0,0,0
124397060,4511767460,3775505026,kit satellitari,Keyword,0,0,0
213596180,15118173020,387777211,offerte decoder digitale terrestre,Keyword,0,0,0
124397060,4511767700,7260430329,tv sat gratis,Keyword,0,0,0
124397060,4511767700,27890319099,hd 5400s,Keyword,0,0,0
166058180,9082561220,50023331728,rai tv guida programmi,Keyword,0,0,0
213596180,15118173500,74902822940,ray repley,Keyword,0,0,0
177849260,9851204300,55430416983,www.ansa.it/web/notizie/rubriche/spettacolo/spettacolo.shtml,Placement,0,0,0
213596180,15118173500,67264819564,www sky it ondemand,Keyword,0,0,0
124397060,4511768060,49352715500,canale 30 digitale terrestre programmi,Keyword,0,0,0
124397060,4511767700,10794623874,decoder digitale satellitare hd,Keyword,0,0,0
213353060,15110722580,61380526820,www.leggo.it/TECNOLOGIA,Placement,0,0,0
124397060,4511767220,46468432820,tv2000 su tvsat,Keyword,0,0,0
124397060,4511767700,313742586,decoder satellitare digitale,Keyword,0,0,0
166058180,9082561460,53138030,programmi in tv,Keyword,0,0,0
601207815,29004385940,94104240928,europei di calcio 2016,Keyword,0,0,0
177849140,9851203460,38107782030,rai hd diretta,Keyword,0,0,0
124397060,4511767220,46237044500,42ls570 posso vedere il tv sat,Keyword,0,0,0
124397060,4511767460,46648485500,telesud digitale terrestre,Keyword,0,0,0
177849260,9851204300,61380526700,www.leggo.it/SPETTACOLI,Placement,0,0,0
124397060,5503054220,11866325435,long term evolution lte,Keyword,0,0,0
124397060,4511767700,1430209091,digitale terrestre satellitare,Keyword,0,0,0
213596180,15118173500,41296821020,rai uno replay,Keyword,0,0,0
124397060,4511767220,14397281649,tivusat decoder,Keyword,0,0,0
166058180,9082561220,50019079768,programmi tv mediaset,Keyword,0,0,0
166058180,9082561700,330078381,copertura digitale terrestre,Keyword,0,0,0
124397060,4511767700,46237701020,www humax decoder,Keyword,0,0,0
177849140,9851203700,1430209031,decoder per digitale terrestre,Keyword,0,0,0
124397060,4511767820,47176607660,rai firenze 2013,Keyword,0,0,0
213353060,15110722460,45009283600,adessoin.tv,Placement,0,0,0
213353060,15110722580,74547017540,www.hwupgrade.it/news/sicurezza-software/liberoit-la-posizione-ufficiale-sul-problema-dello-spam-email_52529.html,Placement,0,0,0
124397060,4511767220,13880594072,tivusat card,Keyword,0,0,0
213596180,15118172660,11628834306,decoder dgtvi,Keyword,0,0,0
124397060,4511767460,508622922,ricevitore digitale satellitare,Keyword,0,0,0
124397060,4511768060,46238071700,cartoonito digitale terrestre programmi,Keyword,0,0,0
166058300,9082563260,13012195777,altadefinizione.hdblog.it,Placement,0,0,0
177849140,9851203820,2332467973,decoder satellitare hd,Keyword,0,0,0
213596180,15118173500,74902823180,skyondemand aquisto skylink,Keyword,0,0,0
213596180,15118173500,4246406854,tv on demand online,Keyword,0,0,0
166120940,9082895780,11616566822,iltempo.it,Placement,0,0,0
177849260,9860712260,2411533135,Engineering & Technology,Vertical,0,0,0
124397060,4511768060,7919267261,programmi boing,Keyword,0,0,0
124397060,4511767700,55555608717,sat tivù,Keyword,0,0,0
124397060,4511767820,22393080691,canali rai digitale terrestre,Keyword,0,0,0
124397060,4511767220,14397685569,tivusat canali,Keyword,0,0,0
124397060,4511767460,46238660420,digital satellite receiver x01,Keyword,0,0,0
124397060,4511768060,48383943980,film in tv oggi digitale terrestre,Keyword,0,0,0
213353060,15110722460,26573895279,laguidatv.it,Placement,0,0,0
213353060,15110722580,74547019580,www.liberoquotidiano.it/gallery/11624872/Arriva-l-estate-e-tra-le.html,Placement,0,0,0
124397060,4511767220,35672326002,attivazione tivu sat,Keyword,0,0,0
124397060,5503054220,4667035889,lte network,Keyword,0,0,0
166058180,9082561100,10945173938,tv 96,Keyword,0,0,0
213353060,15110722580,74547024260,www.liberoquotidiano.it/news/politica/11623269/Forza-Italia--Toti--.html,Placement,0,0,0
124397060,4511767700,48317545940,decoder satellitari negozi saturn,Keyword,0,0,0
124397060,4511767460,29215668219,tv sat digitale,Keyword,0,0,0
124397060,4511767700,46645976420,lista di ricevitori per lastra satellite,Keyword,0,0,0
177849140,20808955340,443876621,cam sat,Keyword,0,0,0
213596180,15118173500,74902822820,rairapley,Keyword,0,0,0
124397060,4511767220,50024829808,guida tivu programmi tv com,Keyword,0,0,0
124397060,4511768300,10878781974,oggi in tv digitale terrestre,Keyword,0,0,0
177849140,9851203100,14393978199,card tivusat,Keyword,0,0,0
166058300,9082562900,48560139861,oggiintv.eu,Placement,0,0,0
166120940,9082895300,2007226396,lanazione.it,Placement,0,0,0
213353060,15110722580,74547022940,www.liberoquotidiano.it/news/italia/11627712/Morte-Valentina-Col--l-anestesista.html,Placement,0,0,0
177849140,9851203100,13385857990,decoder tivusat,Keyword,0,0,0
124397060,4511767700,48377569684,tv sat decoder ebay,Keyword,0,0,0
124397060,4511768060,1143162442,programmazione digitale terrestre,Keyword,0,0,0
166058300,9082563260,20266330366,tv.fanpage.it,Placement,0,0,0
166058300,9082562780,50160523253,spettegolando.it,Placement,0,0,0
124397060,4511767700,19592386676,ricevitori tv sat,Keyword,0,0,0
124397060,4511767220,46468428500,raio tv sat,Keyword,0,0,0
124397060,4511767220,46468433780,web tivù com,Keyword,0,0,0
213353060,15110722580,74547026180,www.liberoquotidiano.it/news/politica/11632896/Raffaele-Fitto-annulla-la-sua-manifestazione.html,Placement,0,0,0
124397060,4511767700,8030991520,miglior decoder satellitare,Keyword,0,0,0
177849140,9851203220,1438757388,video alta definizione,Keyword,0,0,0
124397060,4511767700,29120432699,decoder tv sat usato,Keyword,0,0,0
124397060,4511768300,46952682140,film di oggi in tv digitale terrestre,Keyword,0,0,0
124397060,4511768060,49109124380,repubblica tv canale digitale terrestre,Keyword,0,0,0
166058180,9082561700,43526838563,come vedere il digitale terrestre con la parabola,Keyword,0,0,0
177849140,9851203700,15544220704,collegamento decoder digitale terrestre,Keyword,0,0,0
124397060,4511767700,395942441,decoder digitale satellitare,Keyword,0,0,0
166058180,9082561700,251181897,ricevitore digitale terrestre,Keyword,0,0,0
124397060,4511767460,10882769964,ricevitore satellitare free,Keyword,0,0,0
124397060,4511767820,3120023410,problemi digitale terrestre,Keyword,0,0,0
213353060,15110722580,74547028100,www.liberoquotidiano.it/sondaggi/11628616/Fini-dice-che-si-rivolgera-agli.html,Placement,0,0,0
601207815,29004385940,178909846343,europei 2016 gironi,Keyword,0,0,0
166120940,9082895900,4486403478,teatroespettacolo.org,Placement,0,0,0
166058180,9082561220,57544504821,retecapri programmi tv,Keyword,0,0,0
177849140,9851203820,108247893140,piattaforma gratuita,Keyword,0,0,0
124397060,4511767700,46468999700,assistenza decoder tv sat messina,Keyword,0,0,0
166120940,9082895780,13748966249,articolo21.org,Placement,0,0,0
213596180,15118173020,13376772706,decoder digitale terrestre con usb,Keyword,0,0,0
177849260,9860712020,1233057417,ilmessaggero.it,Placement,0,0,0
213353060,15110722580,74547240380,www.liberoquotidiano.it/news/11625940/Feltri---Le-corna-hanno.html,Placement,0,0,0
124397060,4511767700,48318244340,trony gallipoli decoder satellitare,Keyword,0,0,0
166058300,9082562900,35969236396,programmazionesky.it,Placement,0,0,0
124397060,4511767820,49352052140,canale digitale rai,Keyword,0,0,0
612348397,29463521780,177776384660,"+tivusat +uhd",Keyword,0,0,0
166058180,9082561220,60882213980,programmi rai 09 novembre 2013,Keyword,0,0,0
213353060,15110722460,74547495860,www.guardatv.it/tv/film/lovefilm.htm,Placement,0,0,0
177849260,9860712020,62074648460,www.ilmessaggero.it/SPETTACOLI/MUSICA/marco_carta_ospedale_ricoverato_tranquillizza_fan/notizie/391255.shtml,Placement,0,0,0
177849140,9851203100,14398596099,tivu sat decoder,Keyword,0,0,0
177849260,9851204300,62075377100,www.ilmessaggero.it/SPETTACOLI/TEATRO/scala_milano_prima_traviata_mandela/notizie/395195.shtml,Placement,0,0,0
124397060,4511767700,15102409697,decoder tvsat,Keyword,0,0,0
177849140,9851203460,61383422420,non vedo rai hd,Keyword,0,0,0
124397060,4511767460,46469071700,schema per dgt su satellitare,Keyword,0,0,0
124397060,4511767460,49108753580,lista canali digitale terrestre 2012,Keyword,0,0,0
213596180,15118173020,11471220047,il miglior decoder digitale terrestre,Keyword,0,0,0
629570633,31453200740,44202061468,olimpiadi 2016 biglietti,Keyword,0,0,0
124397060,4511767220,714203478,hd sat,Keyword,0,0,0
124397060,4511767220,46468428260,prima tivu,Keyword,0,0,0
166058300,9082563260,4001870042,televisionando.it,Placement,0,0,0
601207815,29024697380,239160523997,campionato europeo di calcio 2016,Keyword,0,0,0
213353060,15110722460,41335785125,ascoltitv.it,Placement,0,0,0
